Department,Department Title,Division (Organization Detail within Department),Division Title,Program (Service),Program Title,General Fund Support (GFS) or Self-Supporting Fund,Fund,Subfund Title,Type of Revenue or Expenditure,Character,Character Title,Object,Object Title,Subobject,Subobject Title,FY 2010-2011 Original Budget,FY 2011-2012 Original Budget
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFARA,AMERICAN RECOVERY AND REINVESTMENT ACT,Gross Expenditures,79,ALLOCATED CHARGES,79,ALLOCATED CHARGES,07999,ALLOCATED CHARGES-SPECIFIC SOURCES,$11200000.00,$0.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFARA,AMERICAN RECOVERY AND REINVESTMENT ACT,Regular Revenues,400,INTERGOVERNMENTAL REVENUES-FEDERAL,445,FEDERAL-AM RECOVERY & REINVESTMENT ACT,44531,ARRA-FEDERAL PASS-THRU STATE/OTHER,$11200000.00,$0.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,1,SALARIES,1,PERMANENT SALARIES-MISC,00101,MISC-REGULAR,$74913.00,$78724.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,1,SALARIES,4,PERMANENT SALARIES-NURSES,00401,NURSES-REGULAR,$46305.00,$44139.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,1,SALARIES,5,TEMP SALARIES-MISC,00501,TEMP-REGULAR-MISC,$64621.00,$64621.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01301,RETIRE CITY MISC,$16436.00,$22226.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01371,RETIREMENT PICK UP,$5398.00,$0.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01372,RETIREMENT PICK UP (NURSES),$3692.00,$2828.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01401,SOCIAL SECURITY (OASDI & HI),$11028.00,$11137.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01402,SOCIAL SECURITY - MEDICARE (HI ONLY),$2694.00,$2718.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01501,HEALTH SERVICE-CITY MATCH,$8614.00,$8880.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01571,DEPENDENT COVERAGE-MISCELLANEOUS,$5964.00,$5977.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,16,DENTAL COVERAGE,01601,DENTAL COVERAGE,$2217.00,$2157.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,17,UNEMPLOYMENT INSURANCE,01701,UNEMPLOYMENT INSURANCE,$465.00,$562.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,19,OTHER FRINGE BENEFITS,01901,FRINGE ADJUSTMENTS-BUDGET,$24161.00,$8054.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,19,OTHER FRINGE BENEFITS,01912,LONG TERM DISABILITY INSURANCE,$716.00,$688.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,21,NON PERSONNEL SERVICES,27,PROFESSIONAL & SPECIALIZED SERVICES,02700,PROFESSIONAL & SPECIALIZED SVCS-BUDGET,$8840666.00,$9026192.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,21,NON PERSONNEL SERVICES,35,OTHER CURRENT EXPENSES,03500,OTHER CURRENT EXPENSES - BUDGET,$3859.00,$19321.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,40,MATERIALS & SUPPLIES,40,MATERIALS & SUPPLIES BUDGET ONLY,04000,MATERIALS & SUPPLIES-BUDGET,$1029.00,$1029.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Recoveries,86,EXPENDITURE RECOVERY,86,EXPEND RECOVERY FOR SVCS TO AAO FUNDS,086SS,EXP REC FR HUMAN SERVICES (AAO),$-9000182.00,$-9185708.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DMM,MENTAL HEALTH - COMMUNITY CARE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Recoveries,86,EXPENDITURE RECOVERY,87,EXPEND RECOVERY FOR SVCS TO NON-AAO FDS,087JV,EXP REC FR JUVENILE COURT (NON-AAO),$-112596.00,$-113545.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,DQM,MENTAL HEALTH - ACUTE CARE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,27,PROFESSIONAL & SPECIALIZED SERVICES,02700,PROFESSIONAL & SPECIALIZED SVCS-BUDGET,$3462797.00,$3462797.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,1,PERMANENT SALARIES-MISC,00101,MISC-REGULAR,$6441920.00,$5971483.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,4,PERMANENT SALARIES-NURSES,00401,NURSES-REGULAR,$391183.00,$308167.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,5,TEMP SALARIES-MISC,00501,TEMP-REGULAR-MISC,$16279.00,$16279.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,6,TEMP SALARIES-NURSES,00601,TEMP-REGULAR-NURSES,$21910.00,$21910.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,9,PREMIUM PAY,00901,PREMIUM PAY - MISC,$65298.00,$65298.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,11,OVERTIME,01101,OVERTIME - MISC,$84853.00,$84853.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01301,RETIRE CITY MISC,$926569.00,$1135989.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01371,RETIREMENT PICK UP,$345541.00,$0.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01372,RETIREMENT PICK UP (NURSES),$16427.00,$8493.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01401,SOCIAL SECURITY (OASDI & HI),$403567.00,$371138.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01402,SOCIAL SECURITY - MEDICARE (HI ONLY),$101813.00,$93786.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01501,HEALTH SERVICE-CITY MATCH,$488979.00,$452683.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01571,DEPENDENT COVERAGE-MISCELLANEOUS,$320441.00,$283021.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,16,DENTAL COVERAGE,01601,DENTAL COVERAGE,$124549.00,$106032.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,17,UNEMPLOYMENT INSURANCE,01701,UNEMPLOYMENT INSURANCE,$17555.00,$19406.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,19,OTHER FRINGE BENEFITS,01911,FLEXIBLE BENEFIT PACKAGE,$15218.00,$16013.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,19,OTHER FRINGE BENEFITS,01912,LONG TERM DISABILITY INSURANCE,$32357.00,$27563.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,22,TRAINING,02200,TRAINING - BUDGET,$1000.00,$1000.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,23,EMPLOYEE EXPENSES,02300,EMPLOYEE FIELD EXPENSES-BUDGET,$7175.00,$6175.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,27,PROFESSIONAL & SPECIALIZED SERVICES,02700,PROFESSIONAL & SPECIALIZED SVCS-BUDGET,$1434585.00,$1434585.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,27,PROFESSIONAL & SPECIALIZED SERVICES,02790,CHN SERVICES,$13116.00,$13116.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,30,RENTS & LEASES-BUILDINGS & STRUCTURES,03000,RENTS/LEASES-BLDGS & STRUCTURES-BUDGET,$689061.00,$552261.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,21,NON PERSONNEL SERVICES,35,OTHER CURRENT EXPENSES,03500,OTHER CURRENT EXPENSES - BUDGET,$21778.00,$12574.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,40,MATERIALS & SUPPLIES,40,MATERIALS & SUPPLIES BUDGET ONLY,04000,MATERIALS & SUPPLIES-BUDGET,$16278.00,$12778.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,79,ALLOCATED CHARGES,79,ALLOCATED CHARGES,07999,ALLOCATED CHARGES-SPECIFIC SOURCES,$173028.00,$173028.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,81,SERVICES OF OTHER DEPTS,81,SERVICES OF OTHER DEPTS (AAO FUNDS),081CI,IS-TIS-ISD SERVICES-INFRASTRUCTURE COST,$9083.00,$9271.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,81,SERVICES OF OTHER DEPTS,81,SERVICES OF OTHER DEPTS (AAO FUNDS),081ET,GF-TIS-TELEPHONE(AAO),$3180.00,$2937.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,1,SALARIES,1,PERMANENT SALARIES-MISC,00101,MISC-REGULAR,$389229.00,$392908.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,1,SALARIES,5,TEMP SALARIES-MISC,00501,TEMP-REGULAR-MISC,$0.00,$10563.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,1,SALARIES,9,PREMIUM PAY,00901,PREMIUM PAY - MISC,$0.00,$6000.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01301,RETIRE CITY MISC,$52779.00,$71078.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01371,RETIREMENT PICK UP,$7451.00,$0.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01401,SOCIAL SECURITY (OASDI & HI),$17455.00,$18802.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01402,SOCIAL SECURITY - MEDICARE (HI ONLY),$5644.00,$5937.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01501,HEALTH SERVICE-CITY MATCH,$19613.00,$20706.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01571,DEPENDENT COVERAGE-MISCELLANEOUS,$12431.00,$12713.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,16,DENTAL COVERAGE,01601,DENTAL COVERAGE,$4783.00,$4601.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,17,UNEMPLOYMENT INSURANCE,01701,UNEMPLOYMENT INSURANCE,$973.00,$1231.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,19,OTHER FRINGE BENEFITS,01901,FRINGE ADJUSTMENTS-BUDGET,$8437.00,$-6549.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,19,OTHER FRINGE BENEFITS,01912,LONG TERM DISABILITY INSURANCE,$668.00,$674.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,21,NON PERSONNEL SERVICES,27,PROFESSIONAL & SPECIALIZED SERVICES,02700,PROFESSIONAL & SPECIALIZED SVCS-BUDGET,$8890148.00,$7987106.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Gross Expenditures,21,NON PERSONNEL SERVICES,35,OTHER CURRENT EXPENSES,03500,OTHER CURRENT EXPENSES - BUDGET,$45961.00,$40521.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Recoveries,86,EXPENDITURE RECOVERY,86,EXPEND RECOVERY FOR SVCS TO AAO FUNDS,086CH,EXP REC FR CHILD;YOUTH & FAM (AAO),$-2552399.00,$-2396459.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Recoveries,86,EXPENDITURE RECOVERY,86,EXPEND RECOVERY FOR SVCS TO AAO FUNDS,086CI,EXP REC FR CHILDREN AND FAMILIES (AAO),$-1873502.00,$-1850562.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Recoveries,86,EXPENDITURE RECOVERY,86,EXPEND RECOVERY FOR SVCS TO AAO FUNDS,086JV,EXP REC FR JUVENILE COURT (AAO),$-38900.00,$-38900.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Recoveries,86,EXPENDITURE RECOVERY,86,EXPEND RECOVERY FOR SVCS TO AAO FUNDS,086SS,EXP REC FR HUMAN SERVICES (AAO),$-4986693.00,$-4280370.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAL,CHILDREN'S BASELINE,GFS,1GAGFWOF,GENERAL FUND WORK ORDER FUND,Recoveries,86,EXPENDITURE RECOVERY,87,EXPEND RECOVERY FOR SVCS TO NON-AAO FDS,08799,EXP REC-UNALLOCATED (NON-AAO FDS),$-4078.00,$0.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,1,PERMANENT SALARIES-MISC,00101,MISC-REGULAR,$2385636.00,$2740176.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,4,PERMANENT SALARIES-NURSES,00401,NURSES-REGULAR,$-53352.00,$85867.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,5,TEMP SALARIES-MISC,00501,TEMP-REGULAR-MISC,$159230.00,$159230.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,6,TEMP SALARIES-NURSES,00601,TEMP-REGULAR-NURSES,$38079.00,$38079.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,1,SALARIES,9,PREMIUM PAY,00901,PREMIUM PAY - MISC,$47055.00,$47055.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01301,RETIRE CITY MISC,$316257.00,$511233.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01371,RETIREMENT PICK UP,$162520.00,$0.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,13,RETIREMENT,01372,RETIREMENT PICK UP (NURSES),$0.00,$5398.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01401,SOCIAL SECURITY (OASDI & HI),$155720.00,$184259.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,14,SOCIAL SECURITY,01402,SOCIAL SECURITY - MEDICARE (HI ONLY),$37360.00,$44521.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01501,HEALTH SERVICE-CITY MATCH,$187650.00,$222855.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,15,HEALTH SERVICE,01571,DEPENDENT COVERAGE-MISCELLANEOUS,$122066.00,$138527.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,16,DENTAL COVERAGE,01601,DENTAL COVERAGE,$47982.00,$52529.00
DPH,PUBLIC HEALTH,DPHMH,MENTAL HEALTH,FAM,MENTAL HEALTH - CHILDREN'S PROGRAM,GFS,1GAGFAAA,GF-NON-PROJECT-CONTROLLED,Gross Expenditures,13,MANDATORY FRINGE BENEFITS,17,UNEMPLOYMENT INSURANCE,01701,UNEMPLOYMENT INSURANCE,$6440.00,$9208.00
